time,a,e,radius1,radius2,m1,m2,stype1,stype2,eventString,dm1,dm2,stype_pair
3.755248804867002,709.211546781605,0.0,1.1711687142448182,1.3876594663508712,14.325112472131423,16.863489443076755,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.7555929095915017,709.5566057656118,0.0,1.1725752588787945,1.387281392503479,14.318599695223892,16.855057698359055,8,7,HeHG + HeMS,0.0,0.0,
3.755937014316002,709.9016647496187,0.0,1.1739818035127711,1.3869033186560868,14.312086918316362,16.846625953641354,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.756281397119002,710.2496203382495,0.0,1.1754119334165822,1.3865242274239402,14.305468568086328,16.83820264065993,8,7,HeHG + HeMS,0.0,0.0,
3.756625779922002,710.5975759268804,0.0,1.176842063320393,1.3861451361917936,14.298850217856293,16.829779327678505,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.7569704413560023,710.948502655053,0.0,1.1782966564739852,1.3857650155715997,14.292123648913732,16.821364438011997,8,7,HeHG + HeMS,0.0,0.0,
3.757315102790002,711.2994293832255,0.0,1.1797512496275773,1.385384894951406,14.28539707997117,16.81294954834549,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.757660043409002,711.6534044183147,0.0,1.1812312360992803,1.38500373285013,14.27855955685087,16.804543073565952,8,7,HeHG + HeMS,0.0,0.0,
3.758004984028002,712.0073794534039,0.0,1.1827112225709833,1.3846225707488538,14.27172203373057,16.796136598786415,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.7583502043865016,712.3644827129938,0.0,1.1842175886344593,1.3842403549842683,14.264770727020577,16.787738530483832,8,7,HeHG + HeMS,0.0,0.0,
3.7586954247450017,712.7215859725835,0.0,1.185723954697935,1.3838581392196827,14.257819420310584,16.77934046218125,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.7590409253985015,713.0819002503176,0.0,1.1872577473543013,1.383474857519256,14.250751402547476,16.770950791951357,8,7,HeHG + HeMS,0.0,0.0,
3.759386426052002,713.4422145280516,0.0,1.188791540010668,1.3830915758188291,14.243683384784365,16.76256112172146,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.759729036490002,713.8024876813759,0.0,1.19033941084715,1.3827107473751787,14.236561543096919,16.7542567035827,8,7,HeHG + HeMS,0.0,0.0,
3.7600716469280018,714.1627608347001,0.0,1.191887281683632,1.3823299189315283,14.22943970140947,16.74595228544394,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.7604084858240014,714.5199380072788,0.0,1.1934362467581567,1.3819547682718174,14.222324981557625,16.73780242306143,8,7,HeHG + HeMS,0.0,0.0,
3.7607453247200016,714.8771151798576,0.0,1.1949852118326818,1.3815796176121065,14.21521026170578,16.72965256067892,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.7610765341085015,715.2312738476844,0.0,1.1965356227172235,1.3812100145851964,14.208102656569562,16.72165304880778,8,7,HeHG + HeMS,0.0,0.0,
3.7614077434970015,715.5854325155111,0.0,1.1980860336017654,1.3808404115582862,14.200995051433345,16.71365353693664,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.7617334608285016,715.9366475661179,0.0,1.19963824609242,1.3804762301749145,14.193894553909173,16.705800320328837,8,7,HeHG + HeMS,0.0,0.0,
3.7620591781600017,716.2878626167246,0.0,1.2011904585830748,1.3801120487915426,14.186794056385,16.697947103721035,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.7623795364850015,716.6362064584642,0.0,1.202744832982927,1.379753167048462,14.179700659353898,16.69023627049488,8,7,HeHG + HeMS,0.0,0.0,
3.7626998948100017,716.9845503002039,0.0,1.204299207382779,1.3793942853053813,14.172607262322796,16.682525437268723,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.7630150229510018,717.3300929626134,0.0,1.2058561087730741,1.3790405850223286,14.16552095869142,16.674953212703464,8,7,HeHG + HeMS,0.0,0.0,
3.763330151092002,717.6756356250229,0.0,1.2074130101633693,1.3786868847392757,14.158434655060047,16.667380988138206,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.7636401738105016,718.0184448575762,0.0,1.2089728086944191,1.3783382514009204,14.15135543773356,16.659943728715543,8,7,HeHG + HeMS,0.0,0.0,
3.763950196529002,718.3612540901296,0.0,1.2105326072254692,1.3779896180625648,14.144276220407074,16.65250646929288,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.764255234683002,718.7013954543505,0.0,1.2120956784040877,1.377645940670436,14.137204082300798,16.64520065708533,8,7,HeHG + HeMS,0.0,0.0,
3.764560272837002,719.0415368185714,0.0,1.213658749582706,1.377302263278307,14.13013194419452,16.637894844877778,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
